#	X	Y
	0	9.999346E-4
	1	9.993208E-4
	2	9.987077E-4
	3	9.980954E-4
	4	9.974855E-4
	5	9.968774E-4
	6	9.962763E-4
	7	9.956625E-4
	8	9.95057E-4
	9	9.94448E-4
	10	9.938468E-4
	11	9.932419E-4
	12	9.926354E-4
	13	9.920369E-4
	14	9.914296E-4
	15	9.908236E-4
	16	9.902352E-4
	17	9.896238E-4
	18	9.890198E-4
	19	9.8843E-4
	20	9.878245E-4
	21	9.872274E-4
	22	9.8663E-4
	23	9.86034E-4
	24	9.854379E-4
	25	9.848482E-4
	26	9.842498E-4
	27	9.836571E-4
	28	9.830606E-4
	29	9.824682E-4
	30	9.818824E-4
	31	9.812951E-4
	32	9.806978E-4
	33	9.801061E-4
	34	9.795192E-4
	35	9.789377E-4
	36	9.783485E-4
	37	9.777539E-4
	38	9.771673E-4
	39	9.765825E-4
	40	9.7600184E-4
	41	9.754221E-4
	42	9.7483996E-4
	43	9.7424665E-4
	44	9.736666E-4
	45	9.73085E-4
	46	9.7250735E-4
	47	9.7192987E-4
	48	9.713487E-4
	49	9.707662E-4
	50	9.701892E-4
	51	9.6960866E-4
	52	9.6903206E-4
	53	9.684538E-4
	54	9.6788094E-4
	55	9.673061E-4
	56	9.667369E-4
	57	9.661611E-4
	58	9.655888E-4
	59	9.650074E-4
	60	9.644482E-4
	61	9.6387253E-4
	62	9.632997E-4
	63	9.627355E-4
	64	9.6215826E-4
	65	9.615934E-4
	66	9.6103095E-4
	67	9.604563E-4
	68	9.598953E-4
	69	9.5932407E-4
	70	9.5875585E-4
	71	9.582037E-4
	72	9.5763E-4
	73	9.570762E-4
	74	9.565064E-4
	75	9.559436E-4
	76	9.553891E-4
	77	9.548182E-4
	78	9.542643E-4
	79	9.537071E-4
	80	9.531451E-4
	81	9.525871E-4
	82	9.520266E-4
	83	9.514735E-4
	84	9.50916E-4
	85	9.5035596E-4
	86	9.498021E-4
	87	9.4924454E-4
	88	9.486984E-4
	89	9.481437E-4
	90	9.475845E-4
	91	9.470389E-4
	92	9.464892E-4
	93	9.459314E-4
	94	9.453883E-4
	95	9.4483944E-4
	96	9.442905E-4
	97	9.4373705E-4
	98	9.4319077E-4
	99	9.426484E-4
	100	9.4209827E-4
	101	9.415542E-4
	102	9.4100286E-4
	103	9.4045734E-4
	104	9.399157E-4
	105	9.3936647E-4
	106	9.388252E-4
	107	9.3829236E-4
	108	9.377497E-4
	109	9.37206E-4
	110	9.366615E-4
	111	9.361231E-4
	112	9.3558856E-4
	113	9.3504624E-4
	114	9.345074E-4
	115	9.339658E-4
	116	9.3343644E-4
	117	9.328902E-4
	118	9.3236146E-4
	119	9.318325E-4
	120	9.312929E-4
	121	9.3076134E-4
	122	9.302208E-4
	123	9.296929E-4
	124	9.2916784E-4
	125	9.286237E-4
	126	9.28097E-4
	127	9.275605E-4
	128	9.270415E-4
	129	9.2650944E-4
	130	9.2597713E-4
	131	9.254598E-4
	132	9.2492066E-4
	133	9.243963E-4
	134	9.2386827E-4
	135	9.233449E-4
	136	9.2282135E-4
	137	9.2229125E-4
	138	9.2176825E-4
	139	9.2125137E-4
	140	9.207175E-4
	141	9.201988E-4
	142	9.196785E-4
	143	9.191632E-4
	144	9.186403E-4
	145	9.181176E-4
	146	9.1759546E-4
	147	9.170772E-4
	148	9.165646E-4
	149	9.160445E-4
	150	9.1553025E-4
	151	9.150072E-4
	152	9.1449695E-4
	153	9.139831E-4
	154	9.134637E-4
	155	9.1295014E-4
	156	9.124405E-4
	157	9.119219E-4
	158	9.114072E-4
	159	9.1089983E-4
	160	9.103883E-4
	161	9.09874E-4
	162	9.0935937E-4
	163	9.088526E-4
	164	9.0834236E-4
	165	9.0783933E-4
	166	9.0732763E-4
	167	9.0681907E-4
	168	9.06309E-4
	169	9.0579945E-4
	170	9.053019E-4
	171	9.0479583E-4
	172	9.0428744E-4
	173	9.037786E-4
	174	9.0328476E-4
	175	9.0277207E-4
	176	9.022703E-4
	177	9.0177695E-4
	178	9.0126984E-4
	179	9.0077345E-4
	180	9.002667E-4
	181	8.997676E-4
	182	8.99264E-4
	183	8.987633E-4
	184	8.9826714E-4
	185	8.9776464E-4
	186	8.972744E-4
	187	8.96776E-4
	188	8.9628604E-4
	189	8.957784E-4
	190	8.952888E-4
	191	8.947867E-4
	192	8.942932E-4
	193	8.938076E-4
	194	8.9330843E-4
	195	8.9281483E-4
	196	8.9233136E-4
	197	8.918309E-4
	198	8.913382E-4
	199	8.90851E-4
	200	8.903675E-4
	201	8.8986714E-4
	202	8.893766E-4
	203	8.8889804E-4
	204	8.8840973E-4
	205	8.8790996E-4
	206	8.8742725E-4
	207	8.8693993E-4
	208	8.864554E-4
	209	8.859714E-4
	210	8.8549E-4
	211	8.850003E-4
	212	8.84524E-4
	213	8.840369E-4
	214	8.835568E-4
	215	8.8307005E-4
	216	8.825942E-4
	217	8.820975E-4
	218	8.816201E-4
	219	8.8114187E-4
	220	8.8066445E-4
	221	8.8018575E-4
	222	8.7970536E-4
	223	8.7922486E-4
	224	8.78744E-4
	225	8.782677E-4
	226	8.777892E-4
	227	8.773124E-4
	228	8.768429E-4
	229	8.763642E-4
	230	8.758921E-4
	231	8.7541225E-4
	232	8.7494095E-4
	233	8.744723E-4
	234	8.7399717E-4
	235	8.7351457E-4
	236	8.7304885E-4
	237	8.7257894E-4
	238	8.721022E-4
	239	8.716404E-4
	240	8.711673E-4
	241	8.706958E-4
	242	8.702256E-4
	243	8.6975715E-4
	244	8.6928846E-4
	245	8.6882134E-4
	246	8.6835294E-4
	247	8.678881E-4
	248	8.674179E-4
	249	8.669554E-4
	250	8.664853E-4
	251	8.660271E-4
	252	8.655613E-4
	253	8.6509524E-4
	254	8.6463685E-4
	255	8.641671E-4
	256	8.6370576E-4
	257	8.6325017E-4
	258	8.6277846E-4
	259	8.6232304E-4
	260	8.618634E-4
	261	8.614054E-4
	262	8.60945E-4
	263	8.6048327E-4
	264	8.600209E-4
	265	8.5956557E-4
	266	8.5911254E-4
	267	8.5865735E-4
	268	8.5819454E-4
	269	8.5773645E-4
	270	8.5728004E-4
	271	8.5683435E-4
	272	8.56373E-4
	273	8.5591443E-4
	274	8.5546565E-4
	275	8.550082E-4
	276	8.545544E-4
	277	8.5410743E-4
	278	8.53652E-4
	279	8.532021E-4
	280	8.5275003E-4
	281	8.523003E-4
	282	8.518485E-4
	283	8.51401E-4
	284	8.509493E-4
	285	8.5050217E-4
	286	8.500507E-4
	287	8.496089E-4
	288	8.491545E-4
	289	8.48711E-4
	290	8.482619E-4
	291	8.478166E-4
	292	8.473745E-4
	293	8.4693066E-4
	294	8.4648083E-4
	295	8.460411E-4
	296	8.4558764E-4
	297	8.45147E-4
	298	8.447067E-4
	299	8.442624E-4
	300	8.438216E-4
	301	8.4337225E-4
	302	8.429396E-4
	303	8.425027E-4
	304	8.420501E-4
	305	8.416213E-4
	306	8.411773E-4
	307	8.407357E-4
	308	8.4030256E-4
	309	8.398624E-4
	310	8.3941757E-4
	311	8.3898543E-4
	312	8.385461E-4
	313	8.381165E-4
	314	8.376788E-4
	315	8.372327E-4
	316	8.3680695E-4
	317	8.3636615E-4
	318	8.3594065E-4
	319	8.354993E-4
	320	8.350658E-4
	321	8.3463045E-4
	322	8.342015E-4
	323	8.337653E-4
	324	8.3333766E-4
	325	8.3291146E-4
	326	8.324789E-4
	327	8.3204824E-4
	328	8.316239E-4
	329	8.311862E-4
	330	8.3076325E-4
	331	8.303279E-4
	332	8.299031E-4
	333	8.294776E-4
	334	8.2904764E-4
	335	8.286181E-4
	336	8.281942E-4
	337	8.277681E-4
	338	8.273432E-4
	339	8.269113E-4
	340	8.264878E-4
	341	8.260667E-4
	342	8.256395E-4
	343	8.2521985E-4
	344	8.247929E-4
	345	8.243726E-4
	346	8.239447E-4
	347	8.235255E-4
	348	8.2310464E-4
	349	8.226782E-4
	350	8.222681E-4
	351	8.218419E-4
	352	8.2142616E-4
	353	8.2100404E-4
	354	8.2058355E-4
	355	8.2016864E-4
	356	8.197483E-4
	357	8.193285E-4
	358	8.189135E-4
	359	8.184939E-4
	360	8.180791E-4
	361	8.176577E-4
	362	8.172435E-4
	363	8.1683096E-4
	364	8.1641297E-4
	365	8.1600714E-4
	366	8.155856E-4
	367	8.151772E-4
	368	8.147578E-4
	369	8.1434974E-4
	370	8.1392855E-4
	371	8.1352954E-4
	372	8.1311323E-4
	373	8.127012E-4
	374	8.122867E-4
	375	8.1187556E-4
	376	8.1147125E-4
	377	8.110585E-4
	378	8.106456E-4
	379	8.1024575E-4
	380	8.09831E-4
	381	8.094226E-4
	382	8.090123E-4
	383	8.0860977E-4
	384	8.0819195E-4
	385	8.077951E-4
	386	8.0738834E-4
	387	8.06982E-4
	388	8.065772E-4
	389	8.061711E-4
	390	8.0576586E-4
	391	8.053564E-4
	392	8.049556E-4
	393	8.0455525E-4
	394	8.0415275E-4
	395	8.0374867E-4
	396	8.033451E-4
	397	8.029406E-4
	398	8.02546E-4
	399	8.0214127E-4
	400	8.017339E-4
	401	8.013428E-4
	402	8.009394E-4
	403	8.005447E-4
	404	8.0014917E-4
	405	7.997389E-4
	406	7.993448E-4
	407	7.9894916E-4
	408	7.985495E-4
	409	7.9814997E-4
	410	7.9776044E-4
	411	7.9735223E-4
	412	7.969602E-4
	413	7.9656555E-4
	414	7.961737E-4
	415	7.957747E-4
	416	7.9537655E-4
	417	7.9498696E-4
	418	7.94592E-4
	419	7.942045E-4
	420	7.9380214E-4
	421	7.934148E-4
	422	7.9302216E-4
	423	7.9262664E-4
	424	7.922395E-4
	425	7.9184526E-4
	426	7.914585E-4
	427	7.910662E-4
	428	7.9067185E-4
	429	7.902792E-4
	430	7.898926E-4
	431	7.895008E-4
	432	7.891111E-4
	433	7.8872486E-4
	434	7.8833837E-4
	435	7.879553E-4
	436	7.875628E-4
	437	7.871747E-4
	438	7.8678696E-4
	439	7.8639784E-4
	440	7.8601146E-4
	441	7.8563887E-4
	442	7.852508E-4
	443	7.8486576E-4
	444	7.8447635E-4
	445	7.8409805E-4
	446	7.8371447E-4
	447	7.8332576E-4
	448	7.829423E-4
	449	7.825701E-4
	450	7.8218494E-4
	451	7.817962E-4
	452	7.8141363E-4
	453	7.8103365E-4
	454	7.8065996E-4
	455	7.8027043E-4
	456	7.7989453E-4
	457	7.795097E-4
	458	7.791348E-4
	459	7.787559E-4
